Loan ID,Borrower Name,City,Annual Income,Education,Profession,Total Loan Approved Amount,Total Amount Drawn,Exposure at Default,Recovery,Costs of Recovery,Probability of Default ,Internal Bank Rating,LGD,EL
L879,Name 879,Pune,690963,Graduate,FreeLancer,95492,8064,71619,9549.2,95.492,52,A,-1.56,-579.228
L880,Name 880,Pune,907783,Ph.D,Doctor,41027,9149,30770.25,4102.7,41.027,80,AAA,12.30,3027.78
L881,Name 881,Pune,411420,Post Graduate,Business in HealthCare,71739,2387,53804.25,7173.9,71.739,6,A,-6.67,-215.4105
L882,Name 882,Pune,587352,Graduate,Business in Textile,94672,6418,71004,9467.2,94.672,71,AAA,-3.22,-1623.699
L883,Name 883,Pune,869412,Ph.D,Private,42127,5558,31595.25,4212.7,42.127,59,A,3.19,595.29525
L884,Name 884,Pune,501104,Post Graduate,Government,59298,2623,44473.5,5929.8,59.298,95,AAA,-5.58,-2356.095
L885,Name 885,Pune,342784,Graduate,Business in Auto Parts,18760,8745,14070,1876,18.76,94,A,36.62,4842.645
L886,Name 886,Pune,715575,Ph.D,FreeLancer,58728,8938,44046,5872.8,58.728,28,AAA,5.22,643.692
L887,Name 887,Pune,498832,Post Graduate,Non Profit Organization,91936,1830,68952,9193.6,91.936,8,A,-8.01,-441.816
L888,Name 888,Pune,165570,Graduate,Business in HealthCare,97505,9497,73128.75,9750.5,97.505,49,AAA,-0.26,-93.16125
L889,Name 889,Pune,269156,Ph.D,Private,29396,3284,22047,2939.6,29.396,15,A,1.17,38.745
L890,Name 890,Pune,169962,Post Graduate,Business in Education,19186,1382,14389.5,1918.6,19.186,32,AAA,-2.80,-128.784
L891,Name 891,Pune,411983,Graduate,Government,21357,2238,16017.75,2135.7,21.357,19,A,0.48,14.57775
L892,Name 892,Pune,383390,Ph.D,FreeLancer,97484,6886,73113,9748.4,97.484,90,AAA,-2.94,-1932.12
L893,Name 893,Pune,167099,Post Graduate,Doctor,42598,8067,31948.5,4259.8,42.598,77,A,8.94,2198.658
L894,Name 894,Pune,588247,Graduate,Business in HealthCare,89110,2528,66832.5,8911,89.11,32,AAA,-7.16,-1531.92
L895,Name 895,Pune,188299,Ph.D,Business in Textile,97592,1410,73194,9759.2,97.592,35,A,-8.56,-2191.665
L896,Name 896,Pune,348171,Post Graduate,Private,89744,9161,67308,8974.4,89.744,96,AAA,0.21,134.352
L897,Name 897,Pune,853442,Graduate,Government,78122,6268,58591.5,7812.2,78.122,22,A,-1.98,-254.793
L898,Name 898,Pune,439889,Ph.D,Business in Auto Parts,15942,9081,11956.5,1594.2,15.942,12,AAA,46.96,673.812
L899,Name 899,Pune,361068,Post Graduate,FreeLancer,37826,6639,28369.5,3782.6,37.826,2,A,7.55,42.846
L900,Name 900,Pune,775118,Graduate,Non Profit Organization,39774,9099,29830.5,3977.4,39.774,86,AAA,12.88,3303.432
L901,Name 901,Pune,891162,Ph.D,Business in HealthCare,43717,1386,32787.75,4371.7,43.717,93,A,-6.83,-2082.52575
L902,Name 902,Pune,969165,Post Graduate,Private,92493,4719,69369.75,9249.3,92.493,64,AAA,-4.90,-2174.544
L903,Name 903,Pune,987361,Graduate,Business in Education,39757,9274,29817.75,3975.7,39.757,69,A,13.33,2741.87025
L904,Name 904,Pune,176353,Ph.D,Government,20840,4678,15630,2084,20.84,32,AAA,12.45,622.56
L905,Name 905,Pune,263204,Post Graduate,FreeLancer,37499,6358,28124.25,3749.9,37.499,56,A,6.96,1095.402
L906,Name 906,Pune,320924,Graduate,Doctor,60604,3415,45453,6060.4,60.604,18,AAA,-4.37,-357.129
L907,Name 907,Pune,752198,Ph.D,Business in HealthCare,73217,4102,54912.75,7321.7,73.217,45,A,-4.40,-1086.64875
L908,Name 908,Pune,934953,Post Graduate,Business in Textile,70627,7002,52970.25,7062.7,70.627,22,AAA,-0.09,-10.0155
L909,Name 909,Pune,351847,Graduate,Private,53489,6425,40116.75,5348.9,53.489,44,A,2.01,355.113
L910,Name 910,Pune,127431,Ph.D,Government,31409,4578,23556.75,3140.9,31.409,23,AAA,4.58,247.89975
L911,Name 911,Pune,879507,Post Graduate,Business in Auto Parts,47521,5192,35640.75,4752.1,47.521,7,A,0.93,23.09475
L912,Name 912,Pune,992248,Graduate,FreeLancer,65617,1195,49212.75,6561.7,65.617,29,AAA,-8.18,-1167.25725
L913,Name 913,Pune,984366,Ph.D,Non Profit Organization,75171,9381,56378.25,7517.1,75.171,88,A,2.48,1230.174
L914,Name 914,Pune,733625,Post Graduate,Business in HealthCare,58042,9129,43531.5,5804.2,58.042,60,AAA,5.73,1496.16
L915,Name 915,Pune,823493,Graduate,Private,75689,2552,56766.75,7568.9,75.689,52,A,-6.63,-1956.591
L916,Name 916,Pune,235667,Ph.D,Business in Education,68295,5537,51221.25,6829.5,68.295,26,AAA,-1.89,-252.0375
L917,Name 917,Pune,206802,Post Graduate,Government,32466,3423,24349.5,3246.6,32.466,83,A,0.54,109.809
L918,Name 918,Pune,610839,Graduate,FreeLancer,73903,5082,55427.25,7390.3,73.903,2,AAA,-3.12,-34.6245
L919,Name 919,Pune,863417,Ph.D,Doctor,35756,2440,26817,3575.6,35.756,13,A,-3.18,-110.721
L920,Name 920,Pune,799876,Post Graduate,Business in HealthCare,69397,8118,52047.75,6939.7,69.397,89,AAA,1.70,786.51525
L921,Name 921,Pune,874746,Graduate,Business in Textile,47393,1861,35544.75,4739.3,47.393,18,A,-6.07,-388.5705
L922,Name 922,Pune,533157,Ph.D,Private,25068,2640,18801,2506.8,25.068,40,AAA,0.53,39.96
L923,Name 923,Pune,616609,Post Graduate,Government,44067,1592,33050.25,4406.7,44.067,35,A,-6.39,-738.85875
L924,Name 924,Pune,632043,Graduate,Business in Auto Parts,94617,4677,70962.75,9461.7,94.617,44,AAA,-5.06,-1578.951
L925,Name 925,Pune,527406,Ph.D,FreeLancer,92424,5279,69318,9242.4,92.424,90,A,-4.29,-2675.295
L926,Name 926,Pune,930962,Post Graduate,Non Profit Organization,38480,3249,28860,3848,38.48,81,AAA,-1.56,-363.8925
L927,Name 927,Pune,471193,Graduate,Business in HealthCare,43670,8818,32752.5,4367,43.67,49,A,10.19,1635.7425
L928,Name 928,Pune,100108,Ph.D,Private,26414,4892,19810.5,2641.4,26.414,93,AAA,8.52,1569.7935
L929,Name 929,Pune,943400,Post Graduate,Business in Education,45388,2543,34041,4538.8,45.388,61,A,-4.40,-913.0785
L930,Name 930,Pune,580558,Graduate,Government,51612,6798,38709,5161.2,51.612,84,AAA,3.17,1031.184
L931,Name 931,Pune,173911,Ph.D,FreeLancer,56728,8612,42546,5672.8,56.728,38,A,5.18,837.672
L932,Name 932,Pune,385012,Post Graduate,Doctor,95305,9526,71478.75,9530.5,95.305,98,AAA,0.00,-3.3075
L933,Name 933,Pune,981456,Graduate,Business in HealthCare,19920,9323,14940,1992,19.92,34,A,36.80,1869.405
L934,Name 934,Pune,719820,Ph.D,Business in Textile,85461,9449,64095.75,8546.1,85.461,32,AAA,1.06,216.696
L935,Name 935,Pune,284520,Post Graduate,Private,51564,6293,38673,5156.4,51.564,84,A,2.20,716.058
L936,Name 936,Pune,864909,Graduate,Government,70229,6916,52671.75,7022.9,70.229,15,AAA,-0.15,-12.02625
L937,Name 937,Pune,509725,Ph.D,Business in Auto Parts,50851,4748,38138.25,5085.1,50.851,3,A,-0.66,-7.58475
L938,Name 938,Pune,370966,Post Graduate,FreeLancer,99938,1779,74953.5,9993.8,99.938,4,AAA,-8.22,-246.444
L939,Name 939,Pune,706799,Graduate,Non Profit Organization,65487,9860,49115.25,6548.7,65.487,54,A,5.06,1341.0765
L940,Name 940,Pune,432029,Ph.D,Business in HealthCare,47322,5485,35491.5,4732.2,47.322,73,AAA,1.59,412.158
L941,Name 941,Pune,129764,Post Graduate,Private,57169,2442,42876.75,5716.9,57.169,2,A,-5.73,-49.1235
L942,Name 942,Pune,747097,Graduate,Business in Education,53610,9854,40207.5,5361,53.61,1,AAA,8.38,33.6975
L943,Name 943,Pune,473617,Ph.D,Government,67830,1829,50872.5,6783,67.83,83,A,-7.30,-3083.865
L944,Name 944,Pune,429142,Post Graduate,FreeLancer,85013,3559,63759.75,8501.3,85.013,19,AAA,-5.81,-704.27775
L945,Name 945,Pune,869694,Graduate,Doctor,86446,4722,64834.5,8644.6,86.446,60,A,-4.54,-1765.17
L946,Name 946,Pune,716390,Ph.D,Business in HealthCare,88416,4410,66312,8841.6,88.416,36,AAA,-5.01,-1196.532
L947,Name 947,Pune,461715,Post Graduate,Business in Textile,11799,1659,8849.25,1179.9,11.799,66,A,4.06,237.1545
L948,Name 948,Pune,169201,Graduate,Private,67840,3505,50880,6784,67.84,82,AAA,-4.83,-2016.585
L949,Name 949,Pune,707574,Ph.D,Government,28802,5432,21601.5,2880.2,28.802,38,A,8.86,727.263
L950,Name 950,Pune,675317,Post Graduate,Business in Auto Parts,29120,9103,21840,2912,29.12,27,AAA,21.26,1253.6775
L951,Name 951,Pune,486584,Graduate,FreeLancer,71171,8521,53378.25,7117.1,71.171,87,A,1.97,916.04475
L952,Name 952,Pune,602505,Ph.D,Non Profit Organization,99308,7622,74481,9930.8,99.308,66,AAA,-2.32,-1142.856
L953,Name 953,Pune,802143,Post Graduate,Business in HealthCare,77925,5229,58443.75,7792.5,77.925,78,A,-3.29,-1499.6475
L954,Name 954,Pune,117394,Graduate,Private,25565,5153,19173.75,2556.5,25.565,25,AAA,10.16,486.84375
L955,Name 955,Pune,315512,Ph.D,Business in Education,24551,7638,18413.25,2455.1,24.551,54,A,21.11,2099.0745
L956,Name 956,Pune,750158,Post Graduate,Government,86162,6563,64621.5,8616.2,86.162,13,AAA,-2.38,-200.187
L957,Name 957,Pune,647918,Graduate,FreeLancer,92964,6590,69723,9296.4,92.964,21,A,-2.91,-426.258
L958,Name 958,Pune,623626,Ph.D,Doctor,63667,3628,47750.25,6366.7,63.667,41,AAA,-4.30,-842.15025
L959,Name 959,Pune,925846,Post Graduate,Business in HealthCare,89258,9894,66943.5,8925.8,89.258,93,A,1.08,675.3195
L960,Name 960,Pune,415509,Graduate,Business in Textile,60823,9017,45617.25,6082.3,60.823,78,AAA,4.82,1716.7995
L961,Name 961,Pune,524635,Ph.D,Private,84208,6393,63156,8420.8,84.208,31,A,-2.41,-471.4635
L962,Name 962,Pune,502811,Post Graduate,Government,36448,2249,27336,3644.8,36.448,70,AAA,-3.83,-732.795
L963,Name 963,Pune,365473,Graduate,Business in Auto Parts,76819,2987,57614.25,7681.9,76.819,70,A,-6.11,-2464.8225
L964,Name 964,Pune,288020,Ph.D,FreeLancer,38064,8827,28548,3806.4,38.064,19,AAA,13.19,715.4355
L965,Name 965,Pune,462733,Post Graduate,Non Profit Organization,26061,6445,19545.75,2606.1,26.061,29,A,14.73,834.96075
L966,Name 966,Pune,587798,Graduate,Business in HealthCare,42341,8015,31755.75,4234.1,42.341,89,AAA,8.93,2523.75075
L967,Name 967,Pune,112036,Ph.D,Private,87852,2092,65889,8785.2,87.852,4,A,-7.62,-200.796
L968,Name 968,Pune,594829,Post Graduate,Business in Education,63298,5520,47473.5,6329.8,63.298,51,AAA,-1.28,-309.7485
L969,Name 969,Pune,468528,Graduate,Government,35391,1724,26543.25,3539.1,35.391,92,A,-5.13,-1252.419
L970,Name 970,Pune,180768,Ph.D,FreeLancer,83300,4148,62475,8330,83.3,58,AAA,-5.02,-1819.17
L971,Name 971,Pune,614295,Post Graduate,Doctor,98122,5897,73591.5,9812.2,98.122,12,A,-3.99,-352.368
L972,Name 972,Pune,647641,Graduate,Business in HealthCare,51523,2135,38642.25,5152.3,51.523,92,AAA,-5.86,-2081.937
L973,Name 973,Pune,270022,Ph.D,Business in Textile,64662,8523,48496.5,6466.2,64.662,93,A,3.18,1434.618
L974,Name 974,Pune,867551,Post Graduate,Private,19790,8029,14842.5,1979,19.79,8,AAA,30.57,363
L975,Name 975,Pune,887672,Graduate,Government,75038,8148,56278.5,7503.8,75.038,54,A,0.86,260.901
L976,Name 976,Pune,352131,Ph.D,Business in Auto Parts,33315,3562,24986.25,3331.5,33.315,17,AAA,0.69,29.38875
L977,Name 977,Pune,578341,Post Graduate,FreeLancer,34761,8640,26070.75,3476.1,34.761,43,A,14.86,1665.35775
L978,Name 978,Pune,254604,Graduate,Non Profit Organization,99702,7632,74776.5,9970.2,99.702,33,AAA,-2.35,-578.7045
L979,Name 979,Pune,591379,Ph.D,Business in HealthCare,52594,8375,39445.5,5259.4,52.594,27,A,5.92,630.909
L980,Name 980,Pune,133416,Post Graduate,Private,76579,3807,57434.25,7657.9,76.579,94,AAA,-5.03,-2714.8845
L981,Name 981,Pune,350698,Graduate,Business in Education,69398,9724,52048.5,6939.8,69.398,23,A,4.01,480.2745
L982,Name 982,Pune,951588,Ph.D,Government,64365,4189,48273.75,6436.5,64.365,84,AAA,-3.49,-1415.925
L983,Name 983,Pune,399602,Post Graduate,FreeLancer,82013,5688,61509.75,8201.3,82.013,3,A,-3.06,-56.54925
L984,Name 984,Pune,649082,Graduate,Doctor,19053,7681,14289.75,1905.3,19.053,45,AAA,30.31,1949.29875
L985,Name 985,Pune,913735,Ph.D,Business in HealthCare,40295,1516,30221.25,4029.5,40.295,26,A,-6.24,-490.1325
L986,Name 986,Pune,229995,Post Graduate,Business in Textile,42608,7730,31956,4260.8,42.608,94,AAA,8.14,2445.786
L987,Name 987,Pune,479248,Graduate,Private,22989,2800,17241.75,2298.9,22.989,100,A,2.18,375.825
L988,Name 988,Pune,327204,Ph.D,Government,44030,8068,33022.5,4403,44.03,87,AAA,8.32,2391.4125
L989,Name 989,Pune,176812,Post Graduate,Business in Auto Parts,85281,5343,63960.75,8528.1,85.281,89,A,-3.73,-2126.05425
L990,Name 990,Pune,613314,Graduate,FreeLancer,25066,6580,18799.5,2506.6,25.066,48,AAA,16.25,1466.424
L991,Name 991,Pune,752925,Ph.D,Non Profit Organization,77900,1150,58425,7790,77.9,75,A,-8.52,-3735
L992,Name 992,Pune,236957,Post Graduate,Business in HealthCare,36981,6653,27735.75,3698.1,36.981,79,AAA,7.99,1750.77825
L993,Name 993,Pune,921307,Graduate,Private,31219,8854,23414.25,3121.9,31.219,72,A,18.36,3095.334
L994,Name 994,Pune,814994,Ph.D,Business in Education,80762,3350,60571.5,8076.2,80.762,18,AAA,-5.85,-638.037
L995,Name 995,Pune,275420,Post Graduate,Government,87591,9946,65693.25,8759.1,87.591,80,A,1.36,712.14
L996,Name 996,Pune,654592,Graduate,FreeLancer,61651,6862,46238.25,6165.1,61.651,20,AAA,1.13,104.535
L997,Name 997,Pune,789706,Ph.D,Doctor,92318,2581,69238.5,9231.8,92.318,28,A,-7.20,-1396.668
L998,Name 998,Pune,532141,Post Graduate,Business in HealthCare,56156,7167,42117,5615.6,56.156,98,AAA,2.76,1140.279
L999,Name 999,Pune,133128,Graduate,Business in Textile,56373,2286,42279.75,5637.3,56.373,57,A,-5.94,-1432.68075
L1000,Name 1000,Pune,195531,Ph.D,Private,78593,5273,58944.75,7859.3,78.593,28,AAA,-3.29,-543.123
